timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB]
2024/11/23 12:29:53.122, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:53.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:54.122, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:54.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:55.122, 0, NVIDIA RTX A6000, 96 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:55.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:56.122, 0, NVIDIA RTX A6000, 88 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:56.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:57.267, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:57.267, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:58.267, 0, NVIDIA RTX A6000, 93 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:58.267, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:59.267, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:59.267, 1, NVIDIA RTX A6000, 1 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:00.268, 0, NVIDIA RTX A6000, 98 %, 95 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:00.268, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:01.268, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:01.268, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:02.401, 0, NVIDIA RTX A6000, 95 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:02.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:03.401, 0, NVIDIA RTX A6000, 91 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:03.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:04.401, 0, NVIDIA RTX A6000, 85 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:04.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:05.402, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:05.402, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:06.402, 0, NVIDIA RTX A6000, 84 %, 32 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:06.402, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:07.423, 0, NVIDIA RTX A6000, 93 %, 71 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:07.423, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:08.423, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:08.423, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:09.424, 0, NVIDIA RTX A6000, 85 %, 30 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:09.424, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:10.424, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:10.424, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:11.424, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:11.424, 1, NVIDIA RTX A6000, 1 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:12.473, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:12.473, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:13.473, 0, NVIDIA RTX A6000, 91 %, 59 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:13.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:14.474, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:14.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:15.474, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:15.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:16.474, 0, NVIDIA RTX A6000, 92 %, 64 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:16.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:17.611, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:17.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:18.611, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:18.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:19.611, 0, NVIDIA RTX A6000, 93 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:19.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:20.611, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:20.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:21.611, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:21.612, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:22.730, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:22.730, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:23.730, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:23.730, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:24.730, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:24.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:25.731, 0, NVIDIA RTX A6000, 84 %, 33 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:25.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:26.731, 0, NVIDIA RTX A6000, 85 %, 24 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:26.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:27.742, 0, NVIDIA RTX A6000, 86 %, 36 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:27.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:28.742, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:28.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:29.742, 0, NVIDIA RTX A6000, 90 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:29.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:30.742, 0, NVIDIA RTX A6000, 91 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:30.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:31.742, 0, NVIDIA RTX A6000, 94 %, 78 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:31.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:32.791, 0, NVIDIA RTX A6000, 95 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:32.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:33.792, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:33.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:34.792, 0, NVIDIA RTX A6000, 99 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:34.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:35.792, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:35.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:36.792, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:36.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:37.938, 0, NVIDIA RTX A6000, 97 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:37.938, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:38.939, 0, NVIDIA RTX A6000, 89 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:38.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:39.939, 0, NVIDIA RTX A6000, 92 %, 67 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:39.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:40.939, 0, NVIDIA RTX A6000, 94 %, 77 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:40.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:41.939, 0, NVIDIA RTX A6000, 90 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:41.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:43.008, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:43.008, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:44.008, 0, NVIDIA RTX A6000, 98 %, 85 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:44.008, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:45.009, 0, NVIDIA RTX A6000, 94 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:45.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:46.009, 0, NVIDIA RTX A6000, 88 %, 47 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:46.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:47.009, 0, NVIDIA RTX A6000, 84 %, 31 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:47.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:48.009, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:48.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:49.009, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:49.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:50.010, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:50.010, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:51.010, 0, NVIDIA RTX A6000, 91 %, 61 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:51.010, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:52.010, 0, NVIDIA RTX A6000, 92 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:52.010, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:53.113, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:53.113, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:54.113, 0, NVIDIA RTX A6000, 98 %, 91 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:54.113, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:55.113, 0, NVIDIA RTX A6000, 100 %, 94 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:55.113, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:56.113, 0, NVIDIA RTX A6000, 96 %, 78 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:56.113, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:57.113, 0, NVIDIA RTX A6000, 91 %, 62 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:57.114, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:58.232, 0, NVIDIA RTX A6000, 95 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:58.232, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:59.232, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:59.232, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:00.233, 0, NVIDIA RTX A6000, 99 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:00.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:01.233, 0, NVIDIA RTX A6000, 94 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:01.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:02.233, 0, NVIDIA RTX A6000, 87 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:02.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:03.233, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:03.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:04.233, 0, NVIDIA RTX A6000, 93 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:04.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:05.233, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:05.234, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:06.234, 0, NVIDIA RTX A6000, 99 %, 97 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:06.234, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:07.234, 0, NVIDIA RTX A6000, 88 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:07.234, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:08.308, 0, NVIDIA RTX A6000, 83 %, 26 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:08.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:09.308, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:09.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:10.308, 0, NVIDIA RTX A6000, 100 %, 99 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:10.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:11.309, 0, NVIDIA RTX A6000, 97 %, 82 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:11.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:12.309, 0, NVIDIA RTX A6000, 92 %, 67 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:12.309, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:13.439, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:13.439, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:14.439, 0, NVIDIA RTX A6000, 99 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:14.439, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:15.439, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:15.439, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:16.439, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:16.439, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:17.439, 0, NVIDIA RTX A6000, 90 %, 54 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:17.439, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:18.443, 0, NVIDIA RTX A6000, 85 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:18.443, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:19.444, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:19.444, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:20.444, 0, NVIDIA RTX A6000, 85 %, 34 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:20.444, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:21.444, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:21.444, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:22.444, 0, NVIDIA RTX A6000, 89 %, 51 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:22.444, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:23.492, 0, NVIDIA RTX A6000, 92 %, 68 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:23.492, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:24.492, 0, NVIDIA RTX A6000, 94 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:24.492, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:25.492, 0, NVIDIA RTX A6000, 95 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:25.493, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:26.493, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:26.493, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:27.493, 0, NVIDIA RTX A6000, 99 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:27.493, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:31:28.635, 0, NVIDIA RTX A6000, 94 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:31:28.635, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
